point_id,latitude,longitude,intersect_area_km2,area_weight,grid_row_north
P001,40.10544723459075,116.47058823529412,8.906745131683836,0.019160637144208813,710
P002,40.10544723459075,116.59663865546219,6.31122303433692,0.013577019742816056,710
P003,40.03514846710795,116.3076923076923,3.536448302566046,0.007607785077814495,711
P004,40.03514846710795,116.43356643356644,64.25504700960802,0.1382286819969243,711
P005,40.03514846710795,116.55944055944056,49.6638438871693,0.10683935352810346,711
P006,39.96484969962044,116.39664804469274,39.21465566582005,0.08436053539637109,712
P007,39.96484969962044,116.52234636871508,83.82667269062144,0.18033214543410941,712
P008,39.96484969962044,116.64804469273743,28.595712612572658,0.06151653215050472,712
P009,39.89455093212825,116.48535564853556,77.71320110107527,0.16718053852419232,713
P010,39.89455093212825,116.61087866108787,46.97979324151753,0.10106528907047478,713
P011,39.824252164631375,116.44846796657382,27.2899643873861,0.058707541034828274,714
P012,39.824252164631375,116.57381615598885,28.552671941922718,0.06142394089965223,714
