point_id,latitude,longitude,intersect_area_km2,area_weight,grid_row_north
P001,36.94200269348588,114.66403162055336,11.464439241123134,0.015233291601135467,755
P002,36.94200269348588,114.78260869565217,6.0202065691764295,0.007999306397680518,755
P003,36.87170392581063,114.39473684210526,9.564943901215077,0.012709350761183609,756
P004,36.87170392581063,114.51315789473684,14.228068300603459,0.018905443937154234,756
P005,36.87170392581063,114.63157894736842,70.84432687225681,0.09413389236345418,756
P006,36.87170392581063,114.75,36.26948913911075,0.04819282414602974,756
P007,36.80140515813152,114.36268068331144,37.99451627948184,0.050484941614356196,757
P008,36.80140515813152,114.48094612352168,77.84280221776791,0.10343306639711441,757
P009,36.80140515813152,114.59921156373193,82.33772963169538,0.10940566903228587,757
P010,36.80140515813152,114.71747700394218,78.87413286636871,0.10480343961615247,757
P011,36.80140515813152,114.83574244415243,16.514368210179146,0.0219433485810454,757
P012,36.73110639044857,114.33070866141732,21.51854204969348,0.028592608760004447,758
P013,36.73110639044857,114.44881889763779,61.37295944058535,0.08154888066653543,758
P014,36.73110639044857,114.56692913385827,54.3050436769234,0.0721574381741788,758
P015,36.73110639044857,114.68503937007874,71.56632712477666,0.09509324503229442,758
P016,36.73110639044857,114.80314960629921,79.23293678489671,0.10528019775526505,758
P017,36.73110639044857,114.92125984251969,0.6982487514014777,0.0009277930316969799,758
P018,36.66080762276181,114.4167758846658,0.022015446752700875,2.9252867328233004e-05,759
P019,36.66080762276181,114.77064220183486,17.66757237191264,0.023475660358521253,759
P020,36.66080762276181,114.88859764089122,4.252402135191984,0.005650348906583282,759
