point_id,latitude,longitude,intersect_area_km2,area_weight,grid_row_north
P001,39.824252164631375,118.2033426183844,1.1961477667856035,0.004975623654250843,714
P002,39.824252164631375,118.32869080779945,7.8362760728459735,0.03259660860636872,714
P003,39.753953397129855,118.16411682892907,26.13802315128097,0.10872650510092063,715
P004,39.753953397129855,118.28929068150208,71.32483891509592,0.2966903968689946,715
P005,39.753953397129855,118.41446453407511,0.5922215785852812,0.0024634679567101165,715
P006,39.6836546296237,118.125,0.0008574838488138515,3.566881149443286e-06,716
P007,39.6836546296237,118.25,70.1242272570904,0.29169620473736946,716
P008,39.6836546296237,118.375,21.169861762189747,0.08806041182038304,716
P009,39.61335586211295,118.21081830790568,25.636312430740002,0.10663953574978167,717
P010,39.61335586211295,118.33564493758668,10.08444435910279,0.04194832886572775,717
P011,39.54305709459761,118.29639889196676,6.298364965345481,0.026199349758343708,718
