point_id,latitude,longitude,intersect_area_km2,area_weight,grid_row_north
P001,39.191563256952804,115.37826685006877,0.07594970320507748,0.00010402093341926012,723
P002,39.191563256952804,115.50206327372764,3.0488367679480706,0.004175695665176957,723
P003,39.121264489410365,115.3434065934066,43.12680910831784,0.059066602626849526,724
P004,39.121264489410365,115.46703296703296,76.44160993688291,0.10469465030343877,724
P005,39.121264489410365,115.59065934065934,41.544844346940046,0.056899939109145425,724
P006,39.121264489410365,115.71428571428571,25.392641843911274,0.034777835792886014,724
P007,39.05096572186349,115.30864197530865,14.945422830753571,0.02046929438292492,725
P008,39.05096572186349,115.4320987654321,78.58371222157798,0.10762847979493592,725
P009,39.05096572186349,115.55555555555556,83.40431275831486,0.11423078824792317,725
P010,39.05096572186349,115.67901234567901,83.40431298606444,0.11423078855984965,725
P011,39.05096572186349,115.80246913580247,10.77115665563239,0.014752207343044013,725
P012,38.980666954312184,115.3972602739726,4.210480178681142,0.005766685844012954,726
P013,38.980666954312184,115.52054794520548,77.05066613840368,0.10552881544054157,726
P014,38.980666954312184,115.64383561643835,83.37155866303974,0.11418592814419608,726
P015,38.980666954312184,115.76712328767124,39.59814594794074,0.05423373534528201,726
P016,38.91036818675648,115.48563611491107,1.9773239938750409,0.0027081486672805135,727
P017,38.91036818675648,115.60875512995896,26.135253799384646,0.03579491927730808,727
P018,38.91036818675648,115.73187414500684,37.05560545315108,0.05075146452178514,727
