point_id,latitude,longitude,intersect_area_km2,area_weight,grid_row_north
P001,40.10544723459075,118.23529411764706,1.3490308955249009,0.000269586667546978,710
P002,40.03514846710795,118.1958041958042,46.87964479172199,0.00936830079808435,711
P003,40.03514846710795,118.32167832167832,25.24043722741411,0.005043980372977051,711
P004,39.96484969962044,117.90502793296089,1.8856642358224531,0.0003768260157230111,712
P005,39.96484969962044,118.03072625698324,22.546732193527124,0.004505677680393012,712
P006,39.96484969962044,118.15642458100558,74.30373930963047,0.01484865730889625,712
P007,39.96484969962044,118.28212290502793,83.19619258261778,0.016625701001619902,712
P008,39.96484969962044,118.40782122905028,0.916747336410632,0.00018320029602387176,712
P009,39.89455093212825,117.86610878661088,3.8299467114990033,0.0007653661411763163,713
P010,39.89455093212825,117.99163179916317,76.37826741069155,0.015263225366123737,713
P011,39.89455093212825,118.11715481171548,83.7944149864585,0.01674524814085767,713
P012,39.89455093212825,118.24267782426779,77.61302022441245,0.01550997501240649,713
P013,39.89455093212825,118.36820083682008,6.691236538687546,0.0013371585233646378,713
P014,39.824252164631375,117.95264623955431,63.4466257340319,0.012679001241170818,714
P015,39.824252164631375,118.07799442896936,83.76211607311276,0.016738793613801876,714
P016,39.824252164631375,118.2033426183844,78.00103684312552,0.015587515198875681,714
P017,39.824252164631375,118.32869080779945,9.391754393352892,0.0018768226715360366,714
P018,39.824252164631375,118.45403899721448,9.748311870340489,0.0019480761486275627,714
P019,39.753953397129855,117.91376912378303,58.15858759455909,0.011622254072065318,715
P020,39.753953397129855,118.03894297635605,83.72977895138229,0.016732331451286324,715
P021,39.753953397129855,118.16411682892907,83.72977916004152,0.01673233149298422,715
P022,39.753953397129855,118.28929068150208,81.84352423960694,0.01635538743645378,715
P023,39.753953397129855,118.41446453407511,83.01509678043088,0.016589511308722382,715
P024,39.753953397129855,118.53963838664812,38.745214271882766,0.007742738312072769,715
P025,39.6836546296237,117.875,52.555254837214214,0.010502499283483057,716
P026,39.6836546296237,118.0,83.6974036681141,0.0167258616626728,716
P027,39.6836546296237,118.125,83.69740387632315,0.016725861704280733,716
P028,39.6836546296237,118.25,83.69740408318506,0.016725861745619453,716
P029,39.6836546296237,118.375,83.36460682204059,0.01665935644548265,716
P030,39.6836546296237,118.5,17.517373220414985,0.003500624252812883,716
P031,39.61335586211295,117.71151178918169,2.999278347632202,0.0005993676330662268,717
P032,39.61335586211295,117.8363384188627,63.53741706569355,0.012697144734122694,717
P033,39.61335586211295,117.96116504854369,83.66499027010943,0.01671938425731393,717
P034,39.61335586211295,118.08599167822469,83.66499047787099,0.016719384298832435,717
P035,39.61335586211295,118.21081830790568,83.66499068428668,0.016719384340081987,717
P036,39.61335586211295,118.33564493758668,83.66499088936165,0.01671938438106361,717
P037,39.61335586211295,118.46047156726769,43.40222277416882,0.008673382233597446,717
P038,39.54305709459761,117.92243767313019,51.93287974810446,0.010378125537267208,718
P039,39.54305709459761,118.04709141274238,83.6325390114444,0.016712899285983598,718
P040,39.54305709459761,118.17174515235457,83.63253921742567,0.016712899327146338,718
P041,39.54305709459761,118.29639889196676,83.63253942205387,0.01671289936803868,718
P042,39.54305709459761,118.42105263157895,41.135778427266445,0.008220462155422098,718
P043,39.472758327077685,117.88381742738589,43.73395944677362,0.008739675588603116,719
P044,39.472758327077685,118.00829875518673,83.60004952374081,0.016706406675066107,719
P045,39.472758327077685,118.13278008298755,83.60004972928141,0.016706406716140782,719
P046,39.472758327077685,118.25726141078839,83.60004993347998,0.01670640675694727,719
P047,39.472758327077685,118.38174273858921,59.00984619646808,0.011792367277382275,719
P048,39.402459559553236,117.59668508287292,41.961543974368205,0.008385480897955532,720
P049,39.402459559553236,117.72099447513813,37.38289623585185,0.007470496378481013,720
P050,39.402459559553236,117.84530386740332,36.029096163919014,0.007199956651683113,720
P051,39.402459559553236,117.9696132596685,83.56752206146382,0.01669990647541308,720
P052,39.402459559553236,118.0939226519337,83.56752226655847,0.016699906516398636,720
P053,39.402459559553236,118.2182320441989,83.5675224703264,0.016699906557119067,720
P054,39.402459559553236,118.34254143646409,80.00918880924397,0.015988818829704047,720
P055,39.402459559553236,118.46685082872928,2.4962540375967235,0.0004988446221496992,720
P056,39.332160792024254,117.55862068965517,24.01874233801011,0.004799840186798848,721
P057,39.332160792024254,117.68275862068965,27.166810624098936,0.005428941596760847,721
P058,39.332160792024254,117.80689655172414,12.762036057932917,0.002550330599088197,721
P059,39.332160792024254,117.93103448275862,60.68719891159379,0.012127564884992047,721
P060,39.332160792024254,118.0551724137931,83.53495687590897,0.016693398737242737,721
P061,39.332160792024254,118.17931034482758,83.53495707924452,0.01669339877787676,721
P062,39.332160792024254,118.30344827586207,83.53495728125259,0.016693398818245504,721
P063,39.332160792024254,118.42758620689655,55.624092949193475,0.011115767550795602,721
