point_id,latitude,longitude,intersect_area_km2,area_weight,grid_row_north
P001,41.089629978842645,116.61428571428571,4.167862165207509,0.00025402429818695375,696
P002,41.01933121142816,116.44793152639087,1.76731492635885,0.00010771491859575036,697
P003,41.01933121142816,116.57631954350927,17.764392719665526,0.0010827103235324467,697
P004,41.01933121142816,116.70470756062767,21.602439923169776,0.0013166329458824174,697
P005,40.949032444008644,116.28205128205128,1.2996682911850939,7.921263047039695e-05,698
P006,40.949032444008644,116.41025641025641,15.74141745722903,0.0009594133307528368,698
P007,40.949032444008644,116.53846153846153,78.16142549432367,0.00476380947101184,698
P008,40.949032444008644,116.66666666666667,61.41040679223853,0.0037428626159946568,698
P009,40.878733676584126,116.37268847795164,49.93710804346989,0.0030435840537440017,699
P010,40.878733676584126,116.50071123755335,79.76483691029664,0.0048615347420266995,699
P011,40.878733676584126,116.62873399715505,84.2425578057671,0.005134444416786136,699
P012,40.878733676584126,116.75675675675676,43.15842346882384,0.002630434452473668,699
P013,40.808434909154634,116.20738636363636,5.45295384481303,0.0003323485083162571,700
P014,40.808434909154634,116.33522727272727,2.726844534487426,0.00016619665950580006,700
P015,40.808434909154634,116.46306818181819,65.34381961440934,0.0039825976149042855,700
P016,40.808434909154634,116.5909090909091,84.21079875811083,0.005132508755415346,700
P017,40.808434909154634,116.71875,84.2107989997399,0.005132508770142237,700
P018,40.808434909154634,116.8465909090909,57.90519387165343,0.0035292256921106487,700
P019,40.738136141720176,116.17021276595744,22.096011789801462,0.001346715333940396,701
P020,40.738136141720176,116.29787234042553,74.61889552262964,0.004547898134649059,701
P021,40.738136141720176,116.42553191489361,78.08645509499028,0.004759240149301914,701
P022,40.738136141720176,116.55319148936171,84.17900084203993,0.005130570725079039,701
P023,40.738136141720176,116.68085106382979,84.17900108306559,0.005130570739769153,701
P024,40.738136141720176,116.80851063829788,84.17900132263551,0.0051305707543705436,701
P025,40.738136141720176,116.93617021276596,41.46058135931473,0.002526953787037882,701
P026,40.738136141720176,117.06382978723404,3.5618053544621184,0.00021708613902799887,701
P027,40.667837374280786,116.13314447592067,36.28331963284736,0.0022114082568678427,702
P028,40.667837374280786,116.26062322946176,84.14716361980904,0.00512863029909736,702
P029,40.667837374280786,116.38810198300283,84.14716386309722,0.005128630313925372,702
P030,40.667837374280786,116.51558073654391,84.14716410496081,0.005128630328666557,702
P031,40.667837374280786,116.64305949008498,84.14716434537851,0.005128630343319618,702
P032,40.667837374280786,116.77053824362606,84.14716458436253,0.005128630357885298,702
P033,40.667837374280786,116.89801699716713,84.14716482189395,0.005128630372362445,702
P034,40.667837374280786,117.02549575070822,75.24047911018734,0.004585782625146842,702
P035,40.667837374280786,117.15297450424929,74.78714096244997,0.004558152415639991,702
P036,40.667837374280786,117.28045325779037,42.3063267367515,0.002578500567481265,702
P037,40.667837374280786,117.40793201133144,51.395072796989176,0.0031324445915002,702
P038,40.667837374280786,117.53541076487252,8.294183448781911,0.0005055167484181362,702
P039,40.59753860683649,115.84158415841584,30.26263932727578,0.0018444577607602806,703
P040,40.59753860683649,115.96888260254597,44.018444694471604,0.002682851322228808,703
P041,40.59753860683649,116.0961810466761,68.58076619127786,0.004179884149310768,703
P042,40.59753860683649,116.22347949080623,84.11528811033493,0.0051266875395716,703
P043,40.59753860683649,116.35077793493635,84.1152883529951,0.005126687554361335,703
P044,40.59753860683649,116.47807637906648,84.11528859425611,0.005126687569065795,703
P045,40.59753860683649,116.6053748231966,84.11528883407522,0.005126687583682372,703
P046,40.59753860683649,116.73267326732673,84.11528907246682,0.005126687598211946,703
P047,40.59753860683649,116.85997171145686,84.11528930942046,0.005126687612653878,703
P048,40.59753860683649,116.98727015558698,84.11528954493139,0.005126687627007878,703
P049,40.59753860683649,117.11456859971712,84.115289779003,0.005126687641274157,703
P050,40.59753860683649,117.24186704384724,82.1163558982995,0.0050048559309055505,703
P051,40.59753860683649,117.36916548797737,64.3024477235617,0.003919127722369818,703
P052,40.59753860683649,117.4964639321075,2.2497223833950155,0.00013711685437393697,703
P053,40.5272398393873,115.67796610169492,1.1516915451340415,7.019369280556748e-05,704
P054,40.5272398393873,115.80508474576271,72.5670280478621,0.0044228402093650756,704
P055,40.5272398393873,115.9322033898305,84.08337338624652,0.005124742389980026,704
P056,40.5272398393873,116.05932203389831,84.08337363110473,0.005124742404903729,704
P057,40.5272398393873,116.1864406779661,84.08337387457128,0.005124742419742612,704
P058,40.5272398393873,116.3135593220339,84.08337411661356,0.0051247424344946875,704
P059,40.5272398393873,116.44067796610169,84.08337435726696,0.0051247424491621145,704
P060,40.5272398393873,116.5677966101695,84.08337459648678,0.005124742463742166,704
P061,40.5272398393873,116.69491525423729,84.08337483428815,0.005124742478235766,704
P062,40.5272398393873,116.82203389830508,84.0833750706659,0.005124742492642598,704
P063,40.5272398393873,116.94915254237289,84.08337530560357,0.005124742506961661,704
