point_id,latitude,longitude,intersect_area_km2,area_weight,grid_row_north
P001,38.277679278560136,114.20270270270271,0.18127281354770564,0.00029507862455140516,736
P002,38.277679278560136,114.32432432432432,23.016274893932604,0.037466240000800344,736
P003,38.277679278560136,114.44594594594595,0.08915755526442237,0.0001451320154462546,736
P004,38.20738051096146,114.17004048582996,14.17733059045269,0.02307807292537216,737
P005,38.20738051096146,114.2914979757085,78.41845910413872,0.12765075247094462,737
P006,38.20738051096146,114.41295546558705,36.83929638556982,0.05996756322224073,737
P007,38.137081743358586,114.25876010781671,64.09060236542796,0.10432765080729824,738
P008,38.137081743358586,114.38005390835579,62.85892351031854,0.10232270535882321,738
P009,38.06678297575153,114.22611036339165,27.886120340675088,0.04539344799233142,739
P010,38.06678297575153,114.34724091520862,65.51311256686772,0.10664323440439798,739
P011,37.996484208140316,114.19354838709677,1.2453691104764841,0.0020272306529930785,740
P012,37.996484208140316,114.31451612903226,70.73970487885852,0.11515116033288983,740
P013,37.996484208140316,114.43548387096774,41.02725921038596,0.06678479237995964,740
P014,37.92618544052499,114.28187919463087,39.20514915523799,0.06381873410386382,741
P015,37.92618544052499,114.40268456375838,68.77740443468194,0.11195689802354551,741
P016,37.92618544052499,114.52348993288591,15.829823791356453,0.025768026323568324,741
P017,37.85588667290553,114.36997319034853,4.4251219477238655,0.0072032803609734675,742
